DEB [20180520-05:15:57.907] thr=1   paramiko.transport: starting thread (client mode): 0x2b66ec90L
DEB [20180520-18:56:13.011] thr=3   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-18:56:13.012] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-18:56:13.012] thr=3   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-18:56:13.013] thr=3   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-18:56:13.013] thr=3   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-18:56:13.013] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-18:56:13.013] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-18:56:13.013] thr=3   paramiko.transport: Compression agreed: none
DEB [20180520-18:56:13.056] thr=3   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-18:56:13.056] thr=3   paramiko.transport: Switch to new keys ...
DEB [20180520-18:56:13.069] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-18:56:13.096] thr=3   paramiko.transport: userauth is OK
DEB [20180520-18:56:13.133] thr=3   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-18:56:13.134] thr=3   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-18:56:13.171] thr=3   paramiko.transport: userauth is OK
INF [20180520-18:56:14.454] thr=3   paramiko.transport: Authentication (password) failed.
DEB [20180520-18:56:14.474] thr=4   paramiko.transport: starting thread (client mode): 0xee967fd0L
DEB [20180520-18:56:14.474] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-18:56:14.481] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-18:56:14.482] thr=4   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-18:56:14.483] thr=4   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-18:56:14.483] thr=4   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-18:56:14.483] thr=4   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-18:56:14.483] thr=4   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-18:56:14.483] thr=4   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-18:56:14.483] thr=4   paramiko.transport: Compression agreed: none
DEB [20180520-18:56:14.523] thr=4   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-18:56:14.524] thr=4   paramiko.transport: Switch to new keys ...
DEB [20180520-18:56:14.539] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-18:56:14.564] thr=4   paramiko.transport: userauth is OK
DEB [20180520-18:56:14.602] thr=4   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-18:56:14.602] thr=4   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-18:56:14.604] thr=4   paramiko.transport: userauth is OK
INF [20180520-18:56:16.357] thr=4   paramiko.transport: Authentication (password) failed.
DEB [20180520-18:56:16.371] thr=5   paramiko.transport: starting thread (client mode): 0xee970750L
DEB [20180520-18:56:16.372] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-18:56:16.379] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-18:56:16.379] thr=5   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-18:56:16.380] thr=5   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-18:56:16.380] thr=5   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-18:56:16.380] thr=5   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-18:56:16.381] thr=5   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-18:56:16.381] thr=5   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-18:56:16.381] thr=5   paramiko.transport: Compression agreed: none
DEB [20180520-18:56:16.423] thr=5   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-18:56:16.424] thr=5   paramiko.transport: Switch to new keys ...
DEB [20180520-18:56:16.436] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-18:56:16.463] thr=5   paramiko.transport: userauth is OK
DEB [20180520-18:56:16.499] thr=5   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-18:56:16.500] thr=5   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-18:56:16.501] thr=5   paramiko.transport: userauth is OK
INF [20180520-18:56:18.202] thr=5   paramiko.transport: Authentication (password) failed.
DEB [20180520-18:56:18.205] thr=6   paramiko.transport: starting thread (client mode): 0xee908510L
DEB [20180520-18:56:18.205] thr=6   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-18:56:18.212] thr=6   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-18:56:18.212] thr=6   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-18:56:18.213] thr=6   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-18:56:18.214] thr=6   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-18:56:18.214] thr=6   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-18:56:18.214] thr=6   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-18:56:18.214] thr=6   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-18:56:18.214] thr=6   paramiko.transport: Compression agreed: none
DEB [20180520-18:56:18.256] thr=6   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-18:56:18.256] thr=6   paramiko.transport: Switch to new keys ...
DEB [20180520-18:56:18.270] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-18:56:18.296] thr=6   paramiko.transport: userauth is OK
DEB [20180520-18:56:18.333] thr=6   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-18:56:18.333] thr=6   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-18:56:18.335] thr=6   paramiko.transport: userauth is OK
INF [20180520-18:56:20.981] thr=6   paramiko.transport: Authentication (password) failed.
DEB [20180520-18:56:21.005] thr=7   paramiko.transport: starting thread (client mode): 0xee908f10L
DEB [20180520-18:56:21.005] thr=7   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-18:56:21.012] thr=7   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-18:56:21.012] thr=7   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-18:56:21.013] thr=7   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-18:56:21.013] thr=7   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-18:56:21.014] thr=7   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-18:56:21.014] thr=7   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-18:56:21.014] thr=7   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-18:56:21.014] thr=7   paramiko.transport: Compression agreed: none
DEB [20180520-18:56:21.055] thr=7   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-18:56:21.056] thr=7   paramiko.transport: Switch to new keys ...
DEB [20180520-18:56:21.069] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-18:56:21.096] thr=7   paramiko.transport: userauth is OK
DEB [20180520-18:56:21.132] thr=7   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-18:56:21.132] thr=7   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-18:56:21.134] thr=7   paramiko.transport: userauth is OK
INF [20180520-18:56:23.526] thr=7   paramiko.transport: Authentication (password) failed.
DEB [20180520-18:56:23.540] thr=8   paramiko.transport: starting thread (client mode): 0xee915bd0L
DEB [20180520-18:56:23.540] thr=8   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.1
DEB [20180520-18:56:23.547] thr=8   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_5.9p1 Debian-5ubuntu1.10
INF [20180520-18:56:23.547] thr=8   paramiko.transport: Connected (version 2.0, client OpenSSH_5.9p1)
DEB [20180520-18:56:23.548] thr=8   paramiko.transport: kex algos:[u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'hmac-sha2-256', u'hmac-sha2-256-96', u'hmac-sha2-512', u'hmac-sha2-512-96', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20180520-18:56:23.548] thr=8   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20180520-18:56:23.548] thr=8   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20180520-18:56:23.549] thr=8   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20180520-18:56:23.549] thr=8   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20180520-18:56:23.549] thr=8   paramiko.transport: Compression agreed: none
DEB [20180520-18:56:23.591] thr=8   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20180520-18:56:23.591] thr=8   paramiko.transport: Switch to new keys ...
DEB [20180520-18:56:23.604] thr=2   paramiko.transport: Trying SSH agent key ae7ca4ba77df0394d1a2c0cea77c37f2
DEB [20180520-18:56:23.628] thr=8   paramiko.transport: userauth is OK
DEB [20180520-18:56:23.668] thr=8   paramiko.transport: Authentication type (publickey) not permitted.
DEB [20180520-18:56:23.668] thr=8   paramiko.transport: Allowed methods: [u'password']
DEB [20180520-18:56:23.706] thr=8   paramiko.transport: userauth is OK
INF [20180520-18:56:23.719] thr=8   paramiko.transport: Authentication (password) successful!
DEB [20180520-18:56:23.722] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20180520-18:56:23.847] thr=8   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20180520-18:56:23.847] thr=8   paramiko.transport: Secsh channel 0 opened.
DEB [20180520-18:56:23.854] thr=8   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20180520-18:56:23.856] thr=8   paramiko.transport: [chan 0] EOF received (0)
DEB [20180520-18:56:23.856] thr=8   paramiko.transport: [chan 0] EOF sent (0)
DEB [20180520-18:56:23.957] thr=8   paramiko.transport: EOF in transport thread
DEB [20180520-18:56:23.994] thr=1   paramiko.transport: EOF in transport thread
DEB [20180520-18:56:24.073] thr=4   paramiko.transport: EOF in transport thread
DEB [20180520-18:56:24.187] thr=6   paramiko.transport: EOF in transport thread
